Customer_ID,Last_Purchase_Date,Days_Since_Last_Purchase,Churn,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Total_Revenue,Avg_Order_Value,Total_Orders,Avg_Basket_Size,Monthly_Spend,CLV,Repeat_Purchase_Rate,Weekend_Ratio,Quarterly_Spend,Customer_Age,Loyalty_Score,Gender_Female,Gender_Male,Gender_Other,Country_Australia,Country_Canada,Country_France,Country_Germany,Country_India,Country_UAE,Country_UK,Country_USA,Preferred_Category_Beauty,Preferred_Category_Books,Preferred_Category_Clothing,Preferred_Category_Electronics,Preferred_Category_Grocery,Preferred_Category_Home & Kitchen,Preferred_Category_Sports,Preferred_Category_Toys,Preferred_Payment_COD,Preferred_Payment_Credit Card,Preferred_Payment_Debit Card,Preferred_Payment_Net Banking,Preferred_Payment_UPI,Preferred_Payment_Wallet,Cluster,Segment,PCA1,PCA2
C02380,2024-05-04,241,1,241,2,1500.18,1,1,1,3,1500.18,750.09,2,3.5,120.0144,125.015,1,0.5,,18.0,8.3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2,At-Risk Customers,-2.3034916011414412,2.195936096608228
C02381,2024-09-27,95,1,95,1,4124.1,2,1,1,4,4124.1,4124.1,1,6.0,1302.3473684210528,343.675,0,0.0,,41.0,3.2,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,3,New Customers,-1.763190306998169,-0.3566711971093204
C02382,2024-07-25,159,1,159,5,10025.53,2,2,2,6,10025.53,2005.106,5,4.8,672.8543624161074,835.4608333333334,1,0.2,,24.0,5.5,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,At-Risk Customers,-1.2373671942106537,0.7752794302340577
C02383,2024-07-12,172,1,172,5,9923.86,2,2,2,6,9923.86,1984.772,5,4.4,562.7897920604914,826.9883333333335,1,0.0,,42.0,3.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,New Customers,-1.3051763090579944,-0.22811766076215761
C02384,2024-12-22,9,0,9,18,29511.6378,3,5,4,12,29511.6378,1639.5354333333337,18,4.166666666666667,10539.870642857144,2459.30315,1,0.2777777777777778,29511.6378,38.0,4.3,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,1.5820466004546456,0.12761204075291072
C02385,2024-09-24,98,1,98,2,3502.64,2,1,1,4,3502.64,1751.32,2,5.5,241.5613793103448,291.88666666666666,1,0.0,,32.0,6.2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,At-Risk Customers,-1.7149820056698937,1.1478778827713267
C02386,2024-12-22,9,0,9,15,36136.4,3,4,5,12,36136.4,2409.093333333333,15,5.066666666666666,12754.023529411765,3011.366666666667,1,0.3333333333333333,36136.4,18.0,5.3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,VIP Customers,1.8346901389573342,0.6162311287276765
C02387,2024-04-20,255,1,255,1,1381.1,1,1,1,3,1381.1,1381.1,1,5.0,162.48235294117646,115.09166666666664,0,1.0,,29.0,7.2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0,Lost Customers,-2.4420290402859157,1.6446024385152545
C02388,2024-12-28,3,0,3,24,43234.79,4,5,5,14,43234.79,1801.4495833333333,24,4.708333333333333,16418.274683544303,3602.8991666666666,1,0.25,43234.79,24.0,4.4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1,VIP Customers,3.01628474612066,0.14140934400595762
C02389,2024-12-16,15,0,15,8,18697.43,3,3,3,9,18697.43,2337.17875,8,5.625,7580.039189189189,1558.1191666666666,1,0.25,18697.43,32.0,4.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,Loyal Customers,0.05321011582201145,0.01019284710888982
C02390,2024-06-13,201,1,201,5,19424.4626,1,2,3,6,19424.4626,3884.89252,5,6.6,1229.3963670886076,1618.7052166666667,1,0.0,,38.0,2.7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,New Customers,-0.7375589970102097,-0.6530809498069267
C02391,2024-12-27,4,0,4,14,26836.667800000003,4,4,4,12,26836.667800000003,1916.904842857143,14,5.857142857142857,11339.43709859155,2236.3889833333337,1,0.4285714285714285,26836.667800000003,36.0,4.8,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,4,Loyal Customers,1.116634674920032,0.38818253367848443
C02392,2024-12-27,4,0,4,20,36741.95,4,5,5,14,36741.95,1837.0975,20,4.3,12816.959302325582,3061.8291666666664,1,0.3,36741.95,46.0,3.3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1,VIP Customers,2.2476610896453773,-0.3918198942747025
C02393,2023-12-30,367,1,367,1,1168.1,1,1,1,3,1168.1,1168.1,1,5.0,95.4850136239782,97.34166666666664,0,1.0,,42.0,2.3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,Lost Customers,-2.8671067891829427,-0.819113774541997
C02394,2024-12-17,14,0,14,13,38839.9,3,4,5,12,38839.9,2987.6846153846154,13,5.153846153846154,13240.875000000002,3236.6583333333333,1,0.0769230769230769,38839.9,50.0,1.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,1.821724143468102,-1.4944742984164
C02395,2024-11-27,34,0,34,3,6681.780000000001,2,2,2,6,6681.780000000001,2227.26,3,4.0,2330.853488372093,556.815,1,0.6666666666666666,6681.780000000001,66.0,4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2,At-Risk Customers,-1.2213740866762473,0.3918576943104911
C02396,2024-03-09,297,1,297,4,12242.41,1,2,3,6,12242.41,3060.6025,4,7.75,696.911385199241,1020.2008333333332,1,0.75,,49.0,2.6,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,Lost Customers,-1.6322437162476702,-0.6921558152618968
C02397,2024-12-22,9,0,9,19,27725.98,3,5,4,12,27725.98,1459.2621052631578,19,4.052631578947368,9902.135714285716,2310.498333333333,1,0.2631578947368421,27725.98,66.0,4.7,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,1.5342981233763084,0.33144590996897194
C02398,2024-12-30,1,0,1,18,36686.69,5,5,5,15,36686.69,2038.1494444444445,18,4.833333333333333,16932.31846153846,3057.224166666667,1,0.2222222222222222,36686.69,52.0,7.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,VIP Customers,2.138396733072297,1.4653174392084192
C02399,2024-12-30,1,0,1,7,17124.0,5,3,3,11,17124.0,2446.285714285714,7,5.285714285714286,6502.784810126583,1427.0,1,0.1428571428571428,17124.0,61.0,4.6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,At-Risk Customers,-0.08097075596390335,0.31642680440060345
C02400,2024-12-04,27,0,27,15,21731.56,2,4,4,10,21731.56,1448.7706666666668,15,4.266666666666667,7854.780722891567,1810.9633333333336,1,0.6,21731.56,55.0,1.7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4,Loyal Customers,0.728016254728149,-1.1566923076224236
C02401,2024-12-28,3,0,3,11,29141.6226,4,4,4,12,29141.6226,2649.238418181818,11,4.636363636363637,10793.193555555554,2428.46855,1,0.4545454545454545,29141.6226,43.0,5.7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4,Loyal Customers,1.0672055130550677,0.8367023702133973
C02402,2024-12-26,5,0,5,14,27646.32,4,4,4,12,27646.32,1974.7371428571428,14,4.214285714285714,11058.528000000002,2303.86,1,0.2142857142857142,27646.32,28.0,4.2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,4,Loyal Customers,1.164960084536545,0.08541589476441996
C02403,2024-06-18,196,1,196,2,4386.25,1,1,1,3,4386.25,2193.125,2,4.0,245.95794392523365,365.5208333333333,1,0.5,,52.0,2.7,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3,New Customers,-2.004342721605728,-0.6155031452739681
C02404,2024-12-24,7,0,7,21,40660.77,3,5,5,13,40660.77,1936.227142857143,21,4.857142857142857,14521.703571428574,3388.3975,1,0.2857142857142857,40660.77,25.0,7.6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,VIP Customers,2.627680748689499,1.7540480193728956
C02405,2024-12-24,7,0,7,8,14647.89,3,3,3,9,14647.89,1830.98625,8,5.25,5231.3892857142855,1220.6574999999998,1,0.125,14647.89,63.0,3.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,3,New Customers,-0.2106253350247766,-0.2306207168213065
C02406,2024-12-26,5,0,5,10,33534.6126,4,3,4,11,33534.6126,3353.46126,10,6.5,11432.254295454544,2794.55105,1,0.0,33534.6126,31.0,2.7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,Loyal Customers,1.2684703777719328,-0.6768851961901743
C02407,2024-12-29,2,0,2,21,48098.4526,5,5,5,15,48098.4526,2290.4025047619048,21,4.571428571428571,17178.018785714285,4008.204383333333,1,0.4761904761904761,48098.4526,27.0,6.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,VIP Customers,3.1553760705698046,1.0352687074499927
C02408,2024-12-27,4,0,4,18,23743.1478,4,5,4,13,23743.1478,1319.0637666666669,18,3.5,8282.493418604652,1978.59565,1,0.1666666666666666,23743.1478,19.0,3.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,Loyal Customers,1.1872865677658417,-0.10943178172516754
C02409,2024-12-30,1,0,1,14,29721.76,5,4,4,13,29721.76,2122.982857142857,14,5.142857142857143,10368.055813953488,2476.813333333333,1,0.3571428571428571,29721.76,63.0,3.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4,Loyal Customers,1.3206231976085954,-0.11966472493807709
C02410,2024-07-19,165,1,165,3,6034.74,2,2,2,6,6034.74,2011.58,3,5.0,385.196170212766,502.895,1,0.3333333333333333,,26.0,2.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,New Customers,-1.7116789031759827,-0.5679594043274804
C02411,2024-12-30,1,0,1,19,42477.8326,5,5,5,15,42477.8326,2235.6754,19,5.315789473684211,14481.079295454549,3539.819383333333,1,0.3157894736842105,42477.8326,20.0,8.2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,VIP Customers,2.6318900032756596,2.052767170082664
C02412,2024-12-31,0,0,0,17,25714.1056,5,4,4,13,25714.1056,1512.5944470588236,17,4.647058823529412,10018.4827012987,2142.842133333333,1,0.1176470588235294,25714.1056,38.0,0.9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,Loyal Customers,1.2383535785953232,-1.5668916329568423
C02413,2024-07-16,168,1,168,1,1593.9,2,1,1,4,1593.9,1593.9,1,5.0,284.62500000000006,132.825,0,0.0,,43.0,6.4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2,At-Risk Customers,-2.1504885118291606,1.2487667682678347
C02414,2024-12-30,1,0,1,16,36195.86,5,4,5,14,36195.86,2262.24125,16,6.3125,12626.462790697677,3016.3216666666667,1,0.25,36195.86,25.0,4.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1,VIP Customers,1.933042431844407,0.26481142811207375
C02415,2024-12-31,0,0,0,21,53008.53,5,5,5,15,53008.53,2524.215714285714,21,5.523809523809524,19159.709638554214,4417.3775,1,0.0952380952380952,53008.53,65.0,5.7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1,VIP Customers,3.503363946337696,0.7733728058090076
C02416,2024-12-26,5,0,5,17,29253.15,4,4,4,12,29253.15,1720.773529411765,17,4.882352941176471,10087.293103448275,2437.7625000000003,1,0.3529411764705882,29253.15,19.0,1.5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,4,Loyal Customers,1.4769126769630654,-1.2745622208213012
C02417,2024-09-03,119,1,119,3,8507.932599999998,2,2,2,6,8507.932599999998,2835.9775333333328,3,5.333333333333333,533.9706652719664,708.9943833333332,1,0.3333333333333333,,23.0,6.2,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2,At-Risk Customers,-1.3563202917245432,1.1340882834283714
C02418,2024-06-18,196,1,196,2,5390.32,1,1,1,3,5390.32,2695.16,2,6.0,484.1604790419162,449.19333333333327,1,0.0,,45.0,4.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,Lost Customers,-1.9171756630735088,0.284672280768832
C02419,2024-12-02,29,0,29,3,4342.95,2,2,1,5,4342.95,1447.65,3,5.333333333333333,1714.3223684210527,361.9125,1,0.0,4342.95,46.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,New Customers,-1.385379715686831,-0.4547664241268813
C02420,2024-12-22,9,0,9,19,39282.46,3,5,5,13,39282.46,2067.497894736842,19,5.578947368421052,15506.234210526314,3273.5383333333334,1,0.4210526315789473,39282.46,43.0,7.3,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,VIP Customers,2.3724028034133,1.6083674864653932
C02421,2024-12-19,12,0,12,23,48499.37,3,5,5,13,48499.37,2108.668260869565,23,5.521739130434782,16533.876136363637,4041.614166666668,1,0.2608695652173913,48499.37,42.0,3.7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,VIP Customers,3.277101106823537,-0.22146806244141307
C02422,2024-09-15,107,1,107,4,6589.379999999999,2,2,2,6,6589.379999999999,1647.3449999999998,4,4.5,492.97107231920194,549.1149999999999,1,0.5,,29.0,6.3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,At-Risk Customers,-1.3770189320630497,1.1886083925513047
C02423,2024-12-30,1,0,1,11,25164.31,5,4,4,13,25164.31,2287.664545454545,11,4.545454545454546,12795.41186440678,2097.0258333333327,1,0.1818181818181818,25164.31,22.0,4.6,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,Loyal Customers,0.7834155231406634,0.29449338557038923
C02424,2024-12-22,9,0,9,12,29055.5,3,4,4,11,29055.5,2421.2916666666665,12,6.25,11779.256756756757,2421.2916666666665,1,0.3333333333333333,29055.5,51.0,1.6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,Loyal Customers,1.0786293080938547,-1.220018678229366
C02425,2024-03-16,290,1,290,1,480.74,1,1,1,3,480.74,480.74,1,1.0,49.73172413793104,40.06166666666667,0,1.0,,65.0,5.3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,Lost Customers,-2.63698635265049,0.6917302678352137
C02426,2024-12-26,5,0,5,17,40684.48,4,4,5,13,40684.48,2393.204705882353,17,5.705882352941177,14029.13103448276,3390.373333333334,1,0.2941176470588235,40684.48,54.0,4.6,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,VIP Customers,2.3107558045071763,0.25334092392179675
C02427,2024-12-24,7,0,7,22,56536.54,3,5,5,13,56536.54,2569.842727272727,22,5.909090909090909,19954.072941176462,4711.378333333333,1,0.3636363636363636,56536.54,32.0,1.9,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,VIP Customers,3.7689536177968432,-1.1413427633417734
C02428,2024-07-25,159,1,159,4,15280.452599999997,2,2,3,7,15280.452599999997,3820.113149999999,4,7.75,1512.9160990099008,1273.3710499999995,1,0.25,,61.0,3.3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,New Customers,-0.9615428581868898,-0.33905733479682026
C02429,2024-08-22,131,1,131,3,10132.26,2,2,2,6,10132.26,3377.42,3,5.0,779.4046153846155,844.355,1,0.0,,53.0,0.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3,New Customers,-1.3293157340913846,-1.527798730295723
C02430,2024-09-25,97,1,97,4,10628.14,2,2,2,6,10628.14,2657.035,4,7.75,641.5376257545272,885.6783333333333,1,0.0,,32.0,5.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,At-Risk Customers,-1.0707153628109138,0.5782843933994877
C02431,2024-09-13,109,1,109,5,7518.32,2,2,2,6,7518.32,1503.664,5,4.6,480.9159914712154,626.5266666666666,1,0.2,,60.0,2.9,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,New Customers,-1.2746309606570587,-0.5192214072765532
C02432,2024-12-26,5,0,5,15,38206.9226,4,4,5,13,38206.9226,2547.128173333333,15,5.866666666666666,13645.329499999998,3183.910216666666,1,0.4,38206.9226,65.0,2.3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,VIP Customers,1.9663053010907083,-0.8924398546076432
C02433,2024-12-23,8,0,8,11,21199.21,3,4,3,10,21199.21,1927.200909090909,11,5.0,13531.410638297872,1766.6008333333332,1,0.2727272727272727,21199.21,40.0,4.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,4,Loyal Customers,0.4802396626154505,0.25304522263740775
C02434,2024-12-24,7,0,7,16,29066.120000000003,3,4,4,11,29066.120000000003,1816.6325,16,5.125,10380.757142857145,2422.1766666666667,1,0.1875,29066.120000000003,23.0,3.5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,1.4009959932818554,-0.27064963864447134
C02435,2024-12-11,20,0,20,17,33836.57,3,4,4,11,33836.57,1990.3864705882352,17,4.529411764705882,11667.78275862069,2819.714166666666,1,0.3529411764705882,33836.57,63.0,2.6,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,4,Loyal Customers,1.7610035921541838,-0.734613803140125
C02436,2024-12-24,7,0,7,15,23602.44,3,4,4,11,23602.44,1573.496,15,4.133333333333334,9077.861538461537,1966.87,1,0.2,23602.44,67.0,2.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4,Loyal Customers,0.9287563402607466,-0.9591324288651245
C02437,2024-12-30,1,0,1,13,36220.72,5,4,5,14,36220.72,2786.209230769231,13,6.461538461538462,13415.08148148148,3018.393333333333,1,0.2307692307692307,36220.72,61.0,2.5,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,1.692321135475066,-0.7856268182689339
C02438,2024-12-17,14,0,14,10,17511.97,3,3,3,9,17511.97,1751.197,10,4.0,7099.447297297297,1459.3308333333334,1,0.3,17511.97,60.0,2.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,Loyal Customers,0.10814400462843567,-0.7407674588640971
C02439,2024-12-31,0,0,0,13,31105.8,5,4,4,13,31105.8,2392.753846153846,13,6.615384615384615,10978.517647058825,2592.15,1,0.0769230769230769,31105.8,62.0,0.9,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4,Loyal Customers,1.3205417107395148,-1.5759683275253817
C02440,2024-12-21,10,0,10,9,13522.16,3,3,3,9,13522.16,1502.4622222222222,9,4.888888888888889,4887.527710843374,1126.8466666666666,1,0.1111111111111111,13522.16,38.0,3.3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,3,New Customers,-0.22712470242306243,-0.329340323730354
C02441,2024-12-12,19,0,19,9,18779.72,3,3,3,9,18779.72,2086.635555555556,9,5.444444444444445,6402.177272727272,1564.9766666666667,1,0.1111111111111111,18779.72,40.0,3.8,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4,Loyal Customers,0.11857931862947768,-0.09138193461975902
C02442,2024-07-17,167,1,167,5,6349.74,2,2,2,6,6349.74,1269.948,5,4.4,575.5051359516616,529.145,1,0.4,,60.0,5.9,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,At-Risk Customers,-1.5188594545131329,0.983789731717401
C02443,2024-12-09,22,0,22,14,36275.4752,2,4,5,11,36275.4752,2591.1053714285717,14,4.928571428571429,12955.52685714286,3022.9562666666666,1,0.3571428571428571,36275.4752,33.0,3.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,Loyal Customers,1.707580273562798,-0.4871560775141405
C02444,2024-12-29,2,0,2,14,34494.51,5,4,4,13,34494.51,2463.893571428572,14,5.5,12467.895180722891,2874.5425000000005,1,0.3571428571428571,34494.51,64.0,2.9,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,Loyal Customers,1.6454995447245568,-0.581996445604065
C02445,2024-06-01,213,1,213,3,9131.9026,1,2,2,5,9131.9026,3043.967533333333,3,4.666666666666667,684.8926949999999,760.9918833333332,1,0.6666666666666666,,32.0,7.6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,At-Risk Customers,-1.606260222610005,1.8283595332925726
C02446,2024-08-08,145,1,145,2,5444.43,2,1,2,5,5444.43,2722.215,2,6.5,553.6708474576271,453.7025,1,0.0,,42.0,3.6,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3,New Customers,-1.755179621239789,-0.16332058916123135
C02447,2024-12-15,16,0,16,16,38314.71,3,4,5,12,38314.71,2394.669375,16,5.75,13683.825,3192.8925,1,0.4375,38314.71,53.0,3.7,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,VIP Customers,2.025219377765112,-0.1923208176173763
C02448,2024-12-30,1,0,1,13,16045.16,5,4,3,12,16045.16,1234.2430769230768,13,3.692307692307693,5662.997647058824,1337.0966666666666,1,0.3846153846153846,16045.16,28.0,3.2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,4,Loyal Customers,0.27689893723722236,-0.388078343513645
C02449,2024-12-27,4,0,4,6,9072.57,4,3,2,9,9072.57,1512.095,6,4.833333333333333,3128.4724137931034,756.0475,1,0.3333333333333333,9072.57,68.0,2.6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,3,New Customers,-0.7508302461808761,-0.6671116340810892
C02450,2024-12-31,0,0,0,15,37887.0826,5,4,5,14,37887.0826,2525.8055066666666,15,6.0,14207.655974999998,3157.256883333333,1,0.2666666666666666,37887.0826,32.0,4.3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,VIP Customers,1.9783099985052868,0.11140035748263387
C02451,2024-12-26,5,0,5,16,26400.54,4,4,4,12,26400.54,1650.03375,16,5.5625,9000.184090909092,2200.045,1,0.3125,26400.54,21.0,3.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,1.2151154135549505,-0.515055820356232
C02452,2024-12-28,3,0,3,10,23487.5078,4,3,4,11,23487.5078,2348.75078,10,5.2,9271.384657894738,1957.2923166666667,1,0.4,23487.5078,38.0,3.7,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,Loyal Customers,0.5760760639905356,-0.15217193352080258
C02453,2024-12-31,0,0,0,8,22083.89,5,3,4,12,22083.89,2760.48625,8,5.875,8079.471951219511,1840.3241666666663,1,0.25,22083.89,30.0,1.9,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4,Loyal Customers,0.3216532124019199,-1.049540697295984
C02454,2024-11-29,32,0,32,7,16266.43,2,3,3,8,16266.43,2323.7757142857145,7,5.0,6024.603703703703,1355.5358333333336,1,0.1428571428571428,16266.43,39.0,5.2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,At-Risk Customers,-0.23707279532650896,0.6171840382818404
C02455,2024-12-26,5,0,5,8,17093.2,4,3,3,10,17093.2,2136.65,8,5.625,5827.227272727273,1424.4333333333334,1,0.0,17093.2,36.0,1.8,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,Loyal Customers,-0.047272596830122256,-1.088488605739471
C02456,2024-12-19,12,0,12,9,14424.9,3,3,3,9,14424.9,1602.7666666666669,9,4.111111111111111,4974.103448275862,1202.075,1,0.2222222222222222,14424.9,51.0,3.8,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4,Loyal Customers,-0.16547422160274833,-0.08086431992235724
C02457,2024-06-19,195,1,195,3,8438.61,1,2,2,5,8438.61,2812.8700000000003,3,6.0,484.9775862068966,703.2175000000001,1,0.0,,31.0,6.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,2,At-Risk Customers,-1.6064202802076193,1.279628834304631
C02458,2024-12-28,3,0,3,8,16592.38,4,3,3,10,16592.38,2074.0475,8,5.125,5997.245783132529,1382.6983333333333,1,0.375,16592.38,21.0,8.9,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,At-Risk Customers,-0.011318088591298221,2.472635582188035
C02459,2024-12-28,3,0,3,7,10721.57,4,3,3,10,10721.57,1531.652857142857,7,5.142857142857143,4020.58875,893.4641666666666,1,0.2857142857142857,10721.57,65.0,4.5,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2,At-Risk Customers,-0.5395966165287356,0.2809368957285158
C02460,2024-12-27,4,0,4,11,23772.71,4,4,4,12,23772.71,2161.155454545454,11,5.818181818181818,8292.805813953488,1981.059166666667,1,0.1818181818181818,23772.71,69.0,0.3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,Loyal Customers,0.6363613166107721,-1.8584493019238502
